"Mach","Pressure","Temperature","x","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.3414,1.6301e+05,325.49,2.3526,1,23.392,15.292,0,0
0.34747,1.6299e+05,325.2,2.3639,1,23.465,15.365,0,0
0.35425,1.6287e+05,324.95,2.3751,1,23.538,15.438,0,0
0.36136,1.627e+05,324.72,2.3864,1,23.611,15.511,0,0
0.36847,1.6254e+05,324.5,2.3976,1,23.684,15.584,0,0
0.37558,1.6237e+05,324.27,2.4088,1,23.757,15.657,0,0
0.38269,1.6221e+05,324.04,2.4201,1,23.831,15.731,0,0
0.3898,1.6204e+05,323.81,2.4313,1,23.904,15.804,0,0
0.39691,1.6188e+05,323.58,2.4426,1,23.977,15.877,0,0
0.40401,1.6171e+05,323.35,2.4538,1,24.05,15.95,0,0
0.41112,1.6155e+05,323.12,2.4651,1,24.123,16.023,0,0
0.41907,1.6122e+05,322.74,2.4763,1,24.196,16.096,0,0
0.42741,1.6082e+05,322.3,2.4876,1,24.269,16.169,0,0
0.43575,1.6041e+05,321.86,2.4988,1,24.342,16.242,0,0
0.44409,1.6001e+05,321.42,2.5101,1,24.415,16.315,0,0
0.45243,1.5961e+05,320.98,2.5213,1,24.489,16.389,0,0
0.46077,1.592e+05,320.54,2.5326,1,24.562,16.462,0,0
0.46911,1.588e+05,320.1,2.5438,1,24.635,16.535,0,0
0.47745,1.584e+05,319.65,2.555,1,24.708,16.608,0,0
0.48579,1.58e+05,319.21,2.5663,1,24.781,16.681,0,0
0.49499,1.5748e+05,318.67,2.5775,1,24.854,16.754,0,0
0.50473,1.5689e+05,318.08,2.5888,1,24.927,16.827,0,0
0.51448,1.563e+05,317.48,2.6,1,25,16.9,0,0
0.52423,1.5571e+05,316.88,2.6113,1,25.073,16.973,0,0
0.53398,1.5512e+05,316.28,2.6225,1,25.146,17.046,0,0
0.54373,1.5453e+05,315.68,2.6338,1,25.219,17.119,0,0
0.55347,1.5394e+05,315.08,2.645,1,25.293,17.193,0,0
0.56322,1.5335e+05,314.48,2.6563,1,25.366,17.266,0,0
0.57297,1.5276e+05,313.88,2.6675,1,25.439,17.339,0,0
0.58343,1.5201e+05,313.2,2.6788,1,25.512,17.412,0,0
0.59468,1.5107e+05,312.43,2.69,1,25.585,17.485,0,0
0.60593,1.5013e+05,311.65,2.7012,1,25.658,17.558,0,0
0.61718,1.4919e+05,310.87,2.7125,1,25.731,17.631,0,0
0.62843,1.4824e+05,310.1,2.7237,1,25.804,17.704,0,0
0.63968,1.473e+05,309.32,2.735,1,25.877,17.777,0,0
0.65092,1.4636e+05,308.55,2.7462,1,25.951,17.851,0,0
0.66217,1.4542e+05,307.77,2.7575,1,26.024,17.924,0,0
0.67342,1.4448e+05,306.99,2.7687,1,26.097,17.997,0,0
0.68499,1.4346e+05,306.18,2.78,1,26.17,18.07,0,0
0.69739,1.4224e+05,305.27,2.7912,1,26.243,18.143,0,0
0.70978,1.4102e+05,304.35,2.8025,1,26.316,18.216,0,0
0.72217,1.398e+05,303.44,2.8137,1,26.389,18.289,0,0
0.73456,1.3858e+05,302.53,2.825,1,26.462,18.362,0,0
0.74695,1.3737e+05,301.62,2.8362,1,26.535,18.435,0,0
0.75935,1.3615e+05,300.7,2.8474,1,26.608,18.508,0,0
0.77174,1.3493e+05,299.79,2.8587,1,26.681,18.581,0,0
0.78413,1.3371e+05,298.88,2.8699,1,26.755,18.655,0,0
0.79654,1.3248e+05,297.96,2.8812,1,26.828,18.728,0,0
0.80953,1.3107e+05,296.94,2.8924,1,26.901,18.801,0,0
0.82252,1.2966e+05,295.91,2.9037,1,26.974,18.874,0,0
0.83551,1.2825e+05,294.88,2.9149,1,27.047,18.947,0,0
0.8485,1.2683e+05,293.85,2.9262,1,27.12,19.02,0,0
0.86149,1.2542e+05,292.83,2.9374,1,27.193,19.093,0,0
0.87448,1.2401e+05,291.8,2.9487,1,27.266,19.166,0,0
0.88748,1.226e+05,290.77,2.9599,1,27.339,19.239,0,0
0.90047,1.2118e+05,289.74,2.9712,1,27.413,19.312,0,0
0.91346,1.1977e+05,288.72,2.9824,1,27.486,19.386,0,0
0.92648,1.1832e+05,287.63,2.9936,1,27.559,19.459,0,0
0.93951,1.1686e+05,286.51,3.0049,1,27.632,19.532,0,0
0.95255,1.154e+05,285.39,3.0161,1,27.705,19.605,0,0
0.96558,1.1393e+05,284.28,3.0274,1,27.778,19.678,0,0
0.97861,1.1247e+05,283.16,3.0386,1,27.851,19.751,0,0
0.99165,1.1101e+05,282.04,3.0499,1,27.924,19.824,0,0
1.0047,1.0954e+05,280.92,3.0611,1,27.997,19.897,0,0
1.0177,1.0808e+05,279.81,3.0724,1,28.07,19.97,0,0
1.0307,1.0662e+05,278.69,3.0836,1,28.143,20.043,0,0
1.0437,1.0518e+05,277.57,3.0949,1,28.217,20.117,0,0
1.0563,1.0379e+05,276.43,3.1061,1,28.29,20.19,0,0
1.0689,1.024e+05,275.3,3.1174,1,28.363,20.263,0,0
1.0816,1.0101e+05,274.16,3.1286,1,28.436,20.336,0,0
1.0942,99621,273.03,3.1398,1,28.509,20.409,0,0
1.1069,98232,271.89,3.1511,1,28.582,20.482,0,0
1.1195,96842,270.76,3.1623,1,28.655,20.555,0,0
1.1321,95453,269.62,3.1736,1,28.728,20.628,0,0
1.1448,94063,268.49,3.1848,1,28.801,20.701,0,0
1.1574,92674,267.35,3.1961,1,28.875,20.774,0,0
1.1695,91405,266.24,3.2073,1,28.948,20.848,0,0
1.1815,90154,265.14,3.2186,1,29.021,20.921,0,0
1.1935,88903,264.04,3.2298,1,29.094,20.994,0,0
1.2055,87652,262.94,3.2411,1,29.167,21.067,0,0
1.2176,86401,261.84,3.2523,1,29.24,21.14,0,0
1.2296,85150,260.73,3.2636,1,29.313,21.213,0,0
1.2416,83899,259.63,3.2748,1,29.386,21.286,0,0
1.2536,82648,258.53,3.286,1,29.459,21.359,0,0
1.2656,81396,257.43,3.2973,1,29.532,21.432,0,0
1.2773,80206,256.35,3.3085,1,29.605,21.505,0,0
1.2886,79122,255.31,3.3198,1,29.679,21.579,0,0
1.2998,78038,254.27,3.331,1,29.752,21.652,0,0
1.3111,76954,253.23,3.3423,1,29.825,21.725,0,0
1.3223,75870,252.2,3.3535,1,29.898,21.798,0,0
1.3336,74786,251.16,3.3648,1,29.971,21.871,0,0
1.3448,73702,250.12,3.376,1,30.044,21.944,0,0
1.356,72618,249.08,3.3873,1,30.117,22.017,0,0
1.3673,71534,248.05,3.3985,1,30.19,22.09,0,0
1.3785,70450,247.01,3.4098,1,30.263,22.163,0,0
1.389,69506,246.05,3.421,1,30.337,22.236,0,0
1.3993,68599,245.1,3.4322,1,30.41,22.31,0,0
1.4096,67692,244.16,3.4435,1,30.483,22.383,0,0
1.4199,66785,243.22,3.4547,1,30.556,22.456,0,0
1.4301,65879,242.27,3.466,1,30.629,22.529,0,0
1.4404,64972,241.33,3.4772,1,30.702,22.602,0,0
1.4507,64065,240.39,3.4885,1,30.775,22.675,0,0
1.461,63158,239.44,3.4997,1,30.848,22.748,0,0
1.4712,62252,238.5,3.511,1,30.921,22.821,0,0
1.4814,61372,237.57,3.5222,1,30.994,22.894,0,0
1.4906,60657,236.71,3.5335,1,31.068,22.968,0,0
1.4998,59941,235.85,3.5447,1,31.141,23.041,0,0
1.5089,59226,234.99,3.556,1,31.214,23.114,0,0
1.5181,58510,234.13,3.5672,1,31.287,23.187,0,0
1.5273,57795,233.27,3.5784,1,31.36,23.26,0,0
1.5365,57079,232.4,3.5897,1,31.433,23.333,0,0
1.5457,56364,231.54,3.6009,1,31.506,23.406,0,0
1.5549,55648,230.68,3.6122,1,31.579,23.479,0,0
1.5641,54933,229.82,3.6234,1,31.652,23.552,0,0
1.5731,54303,228.87,3.6347,1,31.725,23.625,0,0
1.5819,53784,227.8,3.6459,1,31.799,23.698,0,0
1.5907,53265,226.74,3.6572,1,31.872,23.772,0,0
1.5994,52746,225.67,3.6684,1,31.945,23.845,0,0
1.6082,52227,224.6,3.6797,1,32.018,23.918,0,0
1.617,51708,223.54,3.6909,1,32.091,23.991,0,0
1.6258,51190,222.47,3.7022,1,32.164,24.064,0,0
1.6346,50671,221.4,3.7134,1,32.237,24.137,0,0
1.6434,50152,220.34,3.7246,1,32.31,24.21,0,0
1.6521,49633,219.27,3.7359,1,32.383,24.283,0,0
1.6593,49277,218.25,3.7471,1,32.456,24.356,0,0
1.6657,49006,217.27,3.7584,1,32.53,24.43,0,0
1.6721,48735,216.28,3.7696,1,32.603,24.503,0,0
1.6785,48464,215.29,3.7809,1,32.676,24.576,0,0
1.6849,48193,214.3,3.7921,1,32.749,24.649,0,0
1.6913,47922,213.31,3.8034,1,32.822,24.722,0,0
1.6977,47651,212.32,3.8146,1,32.895,24.795,0,0
1.7041,47381,211.34,3.8259,1,32.968,24.868,0,0
1.7105,47110,210.35,3.8371,1,33.041,24.941,0,0
1.7168,46839,209.36,3.8484,1,33.114,25.014,0,0
1.7196,46781,209.09,3.8596,1,33.187,25.087,0,0
1.7214,46771,208.99,3.8708,1,33.26,25.16,0,0
1.7233,46761,208.89,3.8821,1,33.334,25.234,0,0
1.7252,46751,208.79,3.8933,1,33.407,25.307,0,0
1.7271,46741,208.68,3.9046,1,33.48,25.38,0,0
1.729,46731,208.58,3.9158,1,33.553,25.453,0,0
1.7308,46722,208.48,3.9271,1,33.626,25.526,0,0
1.7327,46712,208.37,3.9383,1,33.699,25.599,0,0
1.7346,46702,208.27,3.9496,1,33.772,25.672,0,0
1.7365,46692,208.17,3.9608,1,33.845,25.745,0,0
1.7361,46785,208.3,3.9721,1,33.918,25.818,0,0
1.7355,46890,208.45,3.9833,1,33.992,25.892,0,0
1.7348,46994,208.61,3.9946,1,34.065,25.965,0,0
1.7342,47098,208.77,4.0058,1,34.138,26.038,0,0
1.7336,47202,208.92,4.017,1,34.211,26.111,0,0
1.733,47306,209.08,4.0283,1,34.284,26.184,0,0
1.7323,47410,209.23,4.0395,1,34.357,26.257,0,0
1.7317,47514,209.39,4.0508,1,34.43,26.33,0,0
1.7311,47619,209.54,4.062,1,34.503,26.403,0,0
1.7304,47723,209.7,4.0733,1,34.576,26.476,0,0
1.7252,48119,210.19,4.0845,1,34.649,26.549,0,0
1.7196,48538,210.72,4.0958,1,34.722,26.622,0,0
1.7141,48957,211.24,4.107,1,34.796,26.696,0,0
1.7085,49376,211.77,4.1183,1,34.869,26.769,0,0
1.7029,49795,212.29,4.1295,1,34.942,26.842,0,0
1.6973,50213,212.81,4.1408,1,35.015,26.915,0,0
1.6918,50632,213.34,4.152,1,35.088,26.988,0,0
1.6862,51051,213.86,4.1632,1,35.161,27.061,0,0
1.6806,51470,214.39,4.1745,1,35.234,27.134,0,0
1.675,51889,214.91,4.1857,1,35.307,27.207,0,0
1.6626,52861,216.1,4.197,1,35.38,27.28,0,0
1.6492,53907,217.38,4.2082,1,35.453,27.354,0,0
1.6358,54952,218.66,4.2195,1,35.527,27.427,0,0
1.6225,55997,219.94,4.2307,1,35.6,27.5,0,0
1.6091,57042,221.22,4.242,1,35.673,27.573,0,0
1.5957,58087,222.5,4.2532,1,35.746,27.646,0,0
1.5824,59132,223.78,4.2645,1,35.819,27.719,0,0
1.569,60177,225.06,4.2757,1,35.892,27.792,0,0
1.5556,61222,226.34,4.287,1,35.965,27.865,0,0
1.5422,62267,227.62,4.2982,1,36.038,27.938,0,0
1.525,63952,229.29,4.3094,1,36.111,28.011,0,0
1.5066,65827,231.08,4.3207,1,36.185,28.084,0,0
1.4882,67702,232.86,4.3319,1,36.258,28.158,0,0
1.4698,69577,234.65,4.3432,1,36.331,28.231,0,0
1.4514,71452,236.43,4.3544,1,36.404,28.304,0,0
1.433,73326,238.22,4.3657,1,36.477,28.377,0,0
1.4146,75201,240.01,4.3769,1,36.55,28.45,0,0
1.3962,77076,241.79,4.3882,1,36.623,28.523,0,0
1.3778,78951,243.58,4.3994,1,36.696,28.596,0,0
1.3594,80826,245.36,4.4107,1,36.769,28.669,0,0
1.3425,82962,247.03,4.4219,1,36.842,28.742,0,0
1.3266,85279,248.61,4.4332,1,36.916,28.816,0,0
1.3107,87597,250.2,4.4444,1,36.989,28.889,0,0
1.2948,89914,251.78,4.4556,1,37.062,28.962,0,0
1.2789,92232,253.36,4.4669,1,37.135,29.035,0,0
1.263,94549,254.95,4.4781,1,37.208,29.108,0,0
1.2471,96866,256.53,4.4894,1,37.281,29.181,0,0
1.2312,99184,258.11,4.5006,1,37.354,29.254,0,0
1.2153,1.015e+05,259.69,4.5119,1,37.427,29.327,0,0
1.1994,1.0382e+05,261.28,4.5231,1,37.5,29.4,0,0
1.1862,1.0603e+05,262.66,4.5344,1,37.573,29.473,0,0
1.1785,1.0803e+05,263.67,4.5456,1,37.646,29.546,0,0
1.1707,1.1002e+05,264.68,4.5569,1,37.72,29.62,0,0
1.163,1.1202e+05,265.69,4.5681,1,37.793,29.693,0,0
1.1552,1.1402e+05,266.7,4.5794,1,37.866,29.766,0,0
1.1474,1.1602e+05,267.71,4.5906,1,37.939,29.839,0,0
1.1397,1.1802e+05,268.71,4.6018,1,38.012,29.912,0,0
1.1319,1.2002e+05,269.72,4.6131,1,38.085,29.985,0,0
1.1242,1.2201e+05,270.73,4.6243,1,38.158,30.058,0,0
1.1164,1.2401e+05,271.74,4.6356,1,38.231,30.131,0,0
1.1088,1.26e+05,272.74,4.6468,1,38.304,30.204,0,0
1.1069,1.2742e+05,273.23,4.6581,1,38.378,30.278,0,0
1.105,1.2883e+05,273.71,4.6693,1,38.451,30.351,0,0
1.1031,1.3025e+05,274.2,4.6806,1,38.524,30.424,0,0
1.1012,1.3167e+05,274.69,4.6918,1,38.597,30.497,0,0
1.0993,1.3309e+05,275.18,4.7031,1,38.67,30.57,0,0
1.0974,1.345e+05,275.67,4.7143,1,38.743,30.643,0,0
1.0955,1.3592e+05,276.16,4.7256,1,38.816,30.716,0,0
1.0936,1.3734e+05,276.65,4.7368,1,38.889,30.789,0,0
1.0917,1.3876e+05,277.13,4.748,1,38.962,30.862,0,0
1.0898,1.4017e+05,277.62,4.7593,1,39.035,30.935,0,0
1.0896,1.4116e+05,277.73,4.7705,1,39.108,31.008,0,0
1.0905,1.4189e+05,277.6,4.7818,1,39.182,31.082,0,0
1.0914,1.4262e+05,277.47,4.793,1,39.255,31.155,0,0
1.0922,1.4335e+05,277.34,4.8043,1,39.328,31.228,0,0
1.0931,1.4409e+05,277.21,4.8155,1,39.401,31.301,0,0
1.094,1.4482e+05,277.09,4.8268,1,39.474,31.374,0,0
1.0949,1.4555e+05,276.96,4.838,1,39.547,31.447,0,0
1.0957,1.4628e+05,276.83,4.8493,1,39.62,31.52,0,0
1.0966,1.4701e+05,276.7,4.8605,1,39.693,31.593,0,0
1.0975,1.4774e+05,276.57,4.8718,1,39.766,31.666,0,0
1.0985,1.4836e+05,276.35,4.883,1,39.84,31.74,0,0
1.1002,1.4838e+05,275.65,4.8942,1,39.913,31.813,0,0
1.1019,1.4841e+05,274.94,4.9055,1,39.986,31.886,0,0
1.1036,1.4844e+05,274.24,4.9167,1,40.059,31.959,0,0
1.1054,1.4846e+05,273.53,4.928,1,40.132,32.032,0,0
1.1071,1.4849e+05,272.83,4.9392,1,40.205,32.105,0,0
1.1088,1.4852e+05,272.12,4.9505,1,40.278,32.178,0,0
1.1105,1.4854e+05,271.42,4.9617,1,40.351,32.251,0,0
1.1122,1.4857e+05,270.71,4.973,1,40.424,32.324,0,0
1.1139,1.486e+05,270.01,4.9842,1,40.497,32.397,0,0
1.1156,1.4862e+05,269.31,4.9955,1,40.571,32.471,0,0
1.1181,1.4847e+05,268.86,5.0067,1,40.644,32.544,0,0
1.1209,1.4822e+05,268.56,5.018,1,40.717,32.617,0,0
1.1238,1.4796e+05,268.26,5.0292,1,40.79,32.69,0,0
1.1267,1.477e+05,267.96,5.0404,1,40.863,32.763,0,0
1.1295,1.4745e+05,267.66,5.0517,1,40.936,32.836,0,0
1.1324,1.4719e+05,267.36,5.0629,1,41.009,32.909,0,0
1.1353,1.4693e+05,267.06,5.0742,1,41.082,32.982,0,0
1.1381,1.4668e+05,266.75,5.0854,1,41.155,33.055,0,0
1.141,1.4642e+05,266.45,5.0967,1,41.228,33.128,0,0
1.1438,1.4617e+05,266.15,5.1079,1,41.301,33.201,0,0
1.1467,1.459e+05,265.85,5.1192,1,41.375,33.275,0,0
1.1508,1.4517e+05,265.53,5.1304,1,41.448,33.348,0,0
1.1549,1.4443e+05,265.21,5.1417,1,41.521,33.421,0,0
1.1591,1.437e+05,264.89,5.1529,1,41.594,33.494,0,0
1.1632,1.4297e+05,264.56,5.1642,1,41.667,33.567,0,0
1.1673,1.4224e+05,264.24,5.1754,1,41.74,33.64,0,0
1.1714,1.4151e+05,263.92,5.1866,1,41.813,33.713,0,0
1.1755,1.4078e+05,263.59,5.1979,1,41.886,33.786,0,0
1.1796,1.4005e+05,263.27,5.2091,1,41.959,33.859,0,0
1.1837,1.3932e+05,262.95,5.2204,1,42.033,33.932,0,0
1.1878,1.3859e+05,262.63,5.2316,1,42.106,34.006,0,0
1.1926,1.3775e+05,262.24,5.2429,1,42.179,34.079,0,0
1.1987,1.3672e+05,261.73,5.2541,1,42.252,34.152,0,0
1.2048,1.3569e+05,261.21,5.2654,1,42.325,34.225,0,0
1.2109,1.3465e+05,260.7,5.2766,1,42.398,34.298,0,0
1.2169,1.3362e+05,260.19,5.2879,1,42.471,34.371,0,0
1.223,1.3259e+05,259.68,5.2991,1,42.544,34.444,0,0
1.2291,1.3156e+05,259.17,5.3104,1,42.617,34.517,0,0
1.2352,1.3052e+05,258.65,5.3216,1,42.69,34.59,0,0
1.2413,1.2949e+05,258.14,5.3328,1,42.764,34.664,0,0
1.2474,1.2846e+05,257.63,5.3441,1,42.837,34.737,0,0
1.2535,1.2742e+05,257.12,5.3553,1,42.91,34.81,0,0
1.2603,1.2632e+05,256.52,5.3666,1,42.983,34.883,0,0
1.2676,1.2517e+05,255.87,5.3778,1,43.056,34.956,0,0
1.2749,1.2403e+05,255.22,5.3891,1,43.129,35.029,0,0
1.2821,1.2288e+05,254.57,5.4003,1,43.202,35.102,0,0
1.2894,1.2173e+05,253.92,5.4116,1,43.275,35.175,0,0
1.2967,1.2058e+05,253.27,5.4228,1,43.348,35.248,0,0
1.304,1.1943e+05,252.62,5.4341,1,43.421,35.321,0,0
1.3112,1.1828e+05,251.97,5.4453,1,43.494,35.395,0,0
1.3185,1.1713e+05,251.32,5.4566,1,43.568,35.468,0,0
1.3258,1.1599e+05,250.67,5.4678,1,43.641,35.541,0,0
1.3331,1.1484e+05,250.02,5.479,1,43.714,35.614,0,0
1.3408,1.137e+05,249.32,5.4903,1,43.787,35.687,0,0
1.3487,1.1256e+05,248.61,5.5015,1,43.86,35.76,0,0
1.3566,1.1142e+05,247.89,5.5128,1,43.933,35.833,0,0
1.3645,1.1028e+05,247.17,5.524,1,44.006,35.906,0,0
1.3723,1.0915e+05,246.46,5.5353,1,44.079,35.979,0,0
1.3802,1.0801e+05,245.74,5.5465,1,44.152,36.052,0,0
1.3881,1.0687e+05,245.03,5.5578,1,44.226,36.125,0,0
1.396,1.0573e+05,244.31,5.569,1,44.299,36.199,0,0
1.4038,1.0459e+05,243.6,5.5803,1,44.372,36.272,0,0
1.4117,1.0345e+05,242.88,5.5915,1,44.445,36.345,0,0
1.4196,1.0232e+05,242.17,5.6028,1,44.518,36.418,0,0
1.4275,1.0127e+05,241.45,5.614,1,44.591,36.491,0,0
1.4354,1.0023e+05,240.73,5.6252,1,44.664,36.564,0,0
1.4434,99200,240.02,5.6365,1,44.737,36.637,0,0
1.4513,98166,239.3,5.6477,1,44.81,36.71,0,0
1.4592,97131,238.58,5.659,1,44.883,36.783,0,0
1.4672,96097,237.87,5.6702,1,44.956,36.856,0,0
1.4751,95062,237.15,5.6815,1,45.03,36.93,0,0
1.483,94028,236.43,5.6927,1,45.103,37.003,0,0
1.4909,92993,235.72,5.704,1,45.176,37.076,0,0
1.4989,91959,235,5.7152,1,45.249,37.149,0,0
1.5068,90924,234.29,5.7265,1,45.322,37.222,0,0
1.5146,89988,233.58,5.7377,1,45.395,37.295,0,0
1.5224,89064,232.88,5.749,1,45.468,37.368,0,0
1.5302,88139,232.17,5.7602,1,45.541,37.441,0,0
1.5379,87215,231.47,5.7714,1,45.614,37.514,0,0
1.5457,86290,230.77,5.7827,1,45.688,37.588,0,0
1.5535,85366,230.06,5.7939,1,45.761,37.661,0,0
1.5613,84441,229.36,5.8052,1,45.834,37.734,0,0
1.5691,83517,228.66,5.8164,1,45.907,37.807,0,0
1.5769,82592,227.95,5.8277,1,45.98,37.88,0,0
1.5846,81668,227.25,5.8389,1,46.053,37.953,0,0
1.5924,80743,226.55,5.8502,1,46.126,38.026,0,0
1.5998,79940,225.88,5.8614,1,46.199,38.099,0,0
1.6071,79158,225.23,5.8727,1,46.272,38.172,0,0
1.6145,78376,224.57,5.8839,1,46.345,38.245,0,0
1.6218,77594,223.92,5.8952,1,46.419,38.319,0,0
1.6291,76812,223.26,5.9064,1,46.492,38.392,0,0
1.6364,76030,222.61,5.9176,1,46.565,38.465,0,0
1.6438,75247,221.96,5.9289,1,46.638,38.538,0,0
1.6511,74465,221.3,5.9401,1,46.711,38.611,0,0
1.6584,73683,220.65,5.9514,1,46.784,38.684,0,0
1.6657,72901,219.99,5.9626,1,46.857,38.757,0,0
1.673,72119,219.34,5.9739,1,46.93,38.83,0,0
1.6797,71454,218.73,5.9851,1,47.003,38.903,0,0
1.6862,70833,218.15,5.9964,1,47.076,38.976,0,0
1.6926,70211,217.57,6.0076,1,47.149,39.049,0,0
1.6991,69590,216.99,6.0189,1,47.223,39.123,0,0
1.7055,68969,216.41,6.0301,1,47.296,39.196,0,0
1.712,68347,215.82,6.0414,1,47.369,39.269,0,0
1.7185,67726,215.24,6.0526,1,47.442,39.342,0,0
1.7249,67104,214.66,6.0638,1,47.515,39.415,0,0
1.7314,66483,214.08,6.0751,1,47.588,39.488,0,0
1.7378,65862,213.5,6.0863,1,47.661,39.561,0,0
1.7443,65240,212.91,6.0976,1,47.734,39.634,0,0
1.75,64730,212.34,6.1088,1,47.807,39.707,0,0
1.7552,64319,211.77,6.1201,1,47.881,39.78,0,0
1.7603,63907,211.2,6.1313,1,47.954,39.854,0,0
1.7655,63496,210.64,6.1426,1,48.027,39.927,0,0
