"Mach","Pressure","Temperature","x","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.7707,63084,210.07,6.1538,1,48.1,40,0,0
1.7758,62673,209.5,6.1651,1,48.173,40.073,0,0
1.781,62261,208.93,6.1763,1,48.246,40.146,0,0
1.7861,61849,208.36,6.1876,1,48.319,40.219,0,0
1.7913,61438,207.8,6.1988,1,48.392,40.292,0,0
1.7964,61026,207.23,6.21,1,48.465,40.365,0,0
1.8016,60615,206.66,6.2213,1,48.538,40.438,0,0
1.8062,60273,206.14,6.2325,1,48.612,40.512,0,0
1.809,60130,205.77,6.2438,1,48.685,40.585,0,0
1.8119,59986,205.4,6.255,1,48.758,40.658,0,0
1.8147,59843,205.03,6.2663,1,48.831,40.731,0,0
1.8175,59700,204.66,6.2775,1,48.904,40.804,0,0
1.8204,59556,204.29,6.2888,1,48.977,40.877,0,0
1.8232,59413,203.92,6.3,1,49.05,40.95,0,0
1.8261,59270,203.54,6.3113,1,49.123,41.023,0,0
1.8289,59126,203.17,6.3225,1,49.196,41.096,0,0
1.8318,58983,202.8,6.3338,1,49.269,41.169,0,0
1.8346,58840,202.43,6.345,1,49.342,41.243,0,0
1.8375,58696,202.06,6.3562,1,49.416,41.316,0,0
1.8377,58727,202.05,6.3675,1,49.489,41.389,0,0
1.8376,58774,202.08,6.3787,1,49.562,41.462,0,0
1.8375,58821,202.11,6.39,1,49.635,41.535,0,0
1.8375,58868,202.14,6.4012,1,49.708,41.608,0,0
1.8374,58915,202.17,6.4125,1,49.781,41.681,0,0
1.8373,58962,202.2,6.4237,1,49.854,41.754,0,0
1.8372,59009,202.22,6.435,1,49.927,41.827,0,0
1.8372,59056,202.25,6.4462,1,50,41.9,0,0
1.8371,59103,202.28,6.4575,1,50.074,41.973,0,0
1.837,59150,202.31,6.4687,1,50.147,42.047,0,0
1.837,59197,202.34,6.48,1,50.22,42.12,0,0
1.8356,59335,202.46,6.4912,1,50.293,42.193,0,0
1.8327,59570,202.67,6.5024,1,50.366,42.266,0,0
1.8299,59806,202.88,6.5137,1,50.439,42.339,0,0
1.8271,60042,203.09,6.5249,1,50.512,42.412,0,0
1.8243,60277,203.31,6.5362,1,50.585,42.485,0,0
1.8214,60513,203.52,6.5474,1,50.658,42.558,0,0
1.8186,60748,203.73,6.5587,1,50.731,42.631,0,0
1.8158,60984,203.94,6.5699,1,50.804,42.704,0,0
1.813,61220,204.16,6.5812,1,50.878,42.778,0,0
1.8101,61455,204.37,6.5924,1,50.951,42.851,0,0
1.8073,61691,204.58,6.6037,1,51.024,42.924,0,0
1.8045,61927,204.79,6.6149,1,51.097,42.997,0,0
1.7974,62570,205.38,6.6262,1,51.17,43.07,0,0
1.7902,63225,205.98,6.6374,1,51.243,43.143,0,0
1.783,63880,206.57,6.6486,1,51.316,43.216,0,0
1.7758,64535,207.17,6.6599,1,51.389,43.289,0,0
1.7686,65190,207.77,6.6711,1,51.462,43.362,0,0
1.7614,65845,208.36,6.6824,1,51.535,43.436,0,0
1.7542,66500,208.96,6.6936,1,51.609,43.509,0,0
1.747,67155,209.56,6.7049,1,51.682,43.582,0,0
1.7398,67810,210.16,6.7161,1,51.755,43.655,0,0
1.7326,68464,210.75,6.7274,1,51.828,43.728,0,0
1.7254,69119,211.35,6.7386,1,51.901,43.801,0,0
1.7163,70026,212.12,6.7499,1,51.974,43.874,0,0
1.7042,71335,213.18,6.7611,1,52.047,43.947,0,0
1.6921,72643,214.24,6.7724,1,52.12,44.02,0,0
1.68,73951,215.3,6.7836,1,52.193,44.093,0,0
1.6679,75260,216.36,6.7948,1,52.267,44.167,0,0
1.6558,76568,217.42,6.8061,1,52.34,44.24,0,0
1.6437,77876,218.48,6.8173,1,52.413,44.313,0,0
1.6316,79184,219.54,6.8286,1,52.486,44.386,0,0
1.6195,80493,220.6,6.8398,1,52.559,44.459,0,0
1.6074,81801,221.65,6.8511,1,52.632,44.532,0,0
1.5953,83109,222.71,6.8623,1,52.705,44.605,0,0
1.5832,84418,223.77,6.8736,1,52.778,44.678,0,0
1.5698,86149,224.99,6.8848,1,52.851,44.751,0,0
1.5558,88044,226.27,6.8961,1,52.924,44.824,0,0
1.5418,89939,227.55,6.9073,1,52.997,44.897,0,0
1.5278,91834,228.82,6.9186,1,53.071,44.971,0,0
1.5138,93729,230.1,6.9298,1,53.144,45.044,0,0
1.4998,95624,231.38,6.941,1,53.217,45.117,0,0
1.4858,97518,232.66,6.9523,1,53.29,45.19,0,0
1.4718,99413,233.94,6.9635,1,53.363,45.263,0,0
1.4578,1.0131e+05,235.22,6.9748,1,53.436,45.336,0,0
1.4438,1.032e+05,236.5,6.986,1,53.509,45.409,0,0
1.4298,1.051e+05,237.77,6.9973,1,53.582,45.482,0,0
1.4158,1.0699e+05,239.05,7.0085,1,53.655,45.555,0,0
1.4063,1.0871e+05,240.01,7.0198,1,53.729,45.628,0,0
1.3969,1.1042e+05,240.96,7.031,1,53.802,45.702,0,0
1.3874,1.1213e+05,241.91,7.0423,1,53.875,45.775,0,0
1.378,1.1384e+05,242.86,7.0535,1,53.948,45.848,0,0
1.3686,1.1555e+05,243.81,7.0648,1,54.021,45.921,0,0
1.3592,1.1726e+05,244.76,7.076,1,54.094,45.994,0,0
1.3497,1.1897e+05,245.71,7.0872,1,54.167,46.067,0,0
1.3403,1.2068e+05,246.66,7.0985,1,54.24,46.14,0,0
1.3309,1.2239e+05,247.61,7.1097,1,54.313,46.213,0,0
1.3214,1.241e+05,248.56,7.121,1,54.386,46.286,0,0
1.312,1.2581e+05,249.51,7.1322,1,54.46,46.36,0,0
1.3037,1.274e+05,250.36,7.1435,1,54.533,46.433,0,0
1.3015,1.2837e+05,250.7,7.1547,1,54.606,46.506,0,0
1.2993,1.2934e+05,251.03,7.166,1,54.679,46.579,0,0
1.2971,1.3031e+05,251.37,7.1772,1,54.752,46.652,0,0
1.2949,1.3127e+05,251.7,7.1885,1,54.825,46.725,0,0
1.2927,1.3224e+05,252.04,7.1997,1,54.898,46.798,0,0
1.2905,1.3321e+05,252.38,7.211,1,54.971,46.871,0,0
1.2883,1.3418e+05,252.71,7.2222,1,55.044,46.944,0,0
1.2861,1.3514e+05,253.05,7.2334,1,55.117,47.017,0,0
1.2839,1.3611e+05,253.38,7.2447,1,55.19,47.09,0,0
1.2818,1.3708e+05,253.72,7.2559,1,55.264,47.164,0,0
1.2796,1.3805e+05,254.06,7.2672,1,55.337,47.237,0,0
1.278,1.3882e+05,254.3,7.2784,1,55.41,47.31,0,0
1.2783,1.3902e+05,254.25,7.2897,1,55.483,47.383,0,0
1.2786,1.3922e+05,254.21,7.3009,1,55.556,47.456,0,0
1.2789,1.3942e+05,254.16,7.3122,1,55.629,47.529,0,0
1.2792,1.3963e+05,254.12,7.3234,1,55.702,47.602,0,0
1.2795,1.3983e+05,254.08,7.3347,1,55.775,47.675,0,0
1.2798,1.4003e+05,254.03,7.3459,1,55.848,47.748,0,0
1.2801,1.4023e+05,253.99,7.3572,1,55.922,47.821,0,0
1.2804,1.4043e+05,253.94,7.3684,1,55.995,47.895,0,0
1.2806,1.4063e+05,253.9,7.3796,1,56.068,47.968,0,0
1.2809,1.4084e+05,253.86,7.3909,1,56.141,48.041,0,0
1.2812,1.4104e+05,253.81,7.4021,1,56.214,48.114,0,0
1.2819,1.4112e+05,253.75,7.4134,1,56.287,48.187,0,0
1.2834,1.4088e+05,253.63,7.4246,1,56.36,48.26,0,0
1.2849,1.4064e+05,253.51,7.4359,1,56.433,48.333,0,0
1.2865,1.4039e+05,253.39,7.4471,1,56.506,48.406,0,0
1.288,1.4015e+05,253.28,7.4584,1,56.579,48.479,0,0
1.2896,1.3991e+05,253.16,7.4696,1,56.653,48.553,0,0
1.2911,1.3966e+05,253.04,7.4809,1,56.726,48.626,0,0
1.2926,1.3942e+05,252.92,7.4921,1,56.799,48.699,0,0
1.2942,1.3918e+05,252.8,7.5034,1,56.872,48.772,0,0
1.2957,1.3894e+05,252.69,7.5146,1,56.945,48.845,0,0
1.2973,1.3869e+05,252.57,7.5258,1,57.018,48.918,0,0
1.2988,1.3845e+05,252.45,7.5371,1,57.091,48.991,0,0
1.3008,1.3812e+05,252.29,7.5483,1,57.164,49.064,0,0
1.3047,1.3743e+05,251.94,7.5596,1,57.237,49.137,0,0
1.3087,1.3674e+05,251.6,7.5708,1,57.31,49.21,0,0
1.3126,1.3604e+05,251.25,7.5821,1,57.383,49.284,0,0
1.3165,1.3535e+05,250.91,7.5933,1,57.457,49.357,0,0
1.3204,1.3466e+05,250.56,7.6046,1,57.53,49.43,0,0
1.3243,1.3397e+05,250.22,7.6158,1,57.603,49.503,0,0
1.3283,1.3328e+05,249.87,7.6271,1,57.676,49.576,0,0
1.3322,1.3259e+05,249.52,7.6383,1,57.749,49.649,0,0
1.3361,1.3189e+05,249.18,7.6496,1,57.822,49.722,0,0
1.34,1.312e+05,248.83,7.6608,1,57.895,49.795,0,0
1.344,1.3051e+05,248.49,7.672,1,57.968,49.868,0,0
1.348,1.2981e+05,248.13,7.6833,1,58.041,49.941,0,0
1.3539,1.2881e+05,247.6,7.6945,1,58.115,50.014,0,0
1.3598,1.2781e+05,247.06,7.7058,1,58.188,50.088,0,0
1.3657,1.2681e+05,246.52,7.717,1,58.261,50.161,0,0
1.3716,1.2582e+05,245.98,7.7283,1,58.334,50.234,0,0
1.3775,1.2482e+05,245.44,7.7395,1,58.407,50.307,0,0
1.3834,1.2382e+05,244.9,7.7508,1,58.48,50.38,0,0
1.3893,1.2282e+05,244.37,7.762,1,58.553,50.453,0,0
1.3952,1.2182e+05,243.83,7.7733,1,58.626,50.526,0,0
1.4011,1.2083e+05,243.29,7.7845,1,58.699,50.599,0,0
1.4071,1.1983e+05,242.75,7.7958,1,58.772,50.672,0,0
1.413,1.1883e+05,242.21,7.807,1,58.845,50.745,0,0
1.4189,1.1783e+05,241.67,7.8182,1,58.919,50.819,0,0
1.4256,1.1678e+05,241.05,7.8295,1,58.992,50.892,0,0
1.4325,1.1572e+05,240.41,7.8407,1,59.065,50.965,0,0
1.4394,1.1466e+05,239.77,7.852,1,59.138,51.038,0,0
1.4463,1.136e+05,239.13,7.8632,1,59.211,51.111,0,0
1.4532,1.1254e+05,238.49,7.8745,1,59.284,51.184,0,0
1.4601,1.1148e+05,237.85,7.8857,1,59.357,51.257,0,0
1.4671,1.1042e+05,237.21,7.897,1,59.43,51.33,0,0
1.474,1.0936e+05,236.57,7.9082,1,59.503,51.403,0,0
1.4809,1.0829e+05,235.93,7.9195,1,59.576,51.477,0,0
1.4878,1.0723e+05,235.3,7.9307,1,59.65,51.55,0,0
1.4947,1.0617e+05,234.66,7.942,1,59.723,51.623,0,0
1.5016,1.0511e+05,234.02,7.9532,1,59.796,51.696,0,0
1.5085,1.041e+05,233.37,7.9644,1,59.869,51.769,0,0
1.5155,1.0313e+05,232.73,7.9757,1,59.942,51.842,0,0
1.5225,1.0217e+05,232.08,7.9869,1,60.015,51.915,0,0
1.5294,1.012e+05,231.44,7.9982,1,60.088,51.988,0,0
1.5364,1.0023e+05,230.79,8.0094,1,60.161,52.061,0,0
1.5434,99269,230.15,8.0207,1,60.234,52.134,0,0
1.5504,98304,229.5,8.0319,1,60.308,52.208,0,0
1.5573,97338,228.86,8.0432,1,60.381,52.281,0,0
1.5643,96373,228.21,8.0544,1,60.454,52.354,0,0
1.5713,95407,227.57,8.0657,1,60.527,52.427,0,0
1.5782,94442,226.92,8.0769,1,60.6,52.5,0,0
1.5852,93476,226.28,8.0882,1,60.673,52.573,0,0
1.5921,92529,225.64,8.0994,1,60.746,52.646,0,0
1.5985,91741,225.06,8.1106,1,60.819,52.719,0,0
1.605,90954,224.48,8.1219,1,60.892,52.792,0,0
1.6114,90166,223.89,8.1331,1,60.965,52.865,0,0
1.6178,89379,223.31,8.1444,1,61.038,52.938,0,0
1.6242,88591,222.73,8.1556,1,61.112,53.012,0,0
1.6306,87804,222.15,8.1669,1,61.185,53.085,0,0
1.637,87016,221.57,8.1781,1,61.258,53.158,0,0
1.6435,86229,220.99,8.1894,1,61.331,53.231,0,0
1.6499,85442,220.41,8.2006,1,61.404,53.304,0,0
1.6563,84654,219.83,8.2119,1,61.477,53.377,0,0
1.6627,83867,219.25,8.2231,1,61.55,53.45,0,0
1.6691,83079,218.67,8.2344,1,61.623,53.523,0,0
1.675,82404,218.14,8.2456,1,61.696,53.596,0,0
1.6805,81800,217.65,8.2568,1,61.77,53.669,0,0
1.686,81196,217.15,8.2681,1,61.843,53.743,0,0
1.6915,80592,216.66,8.2793,1,61.916,53.816,0,0
1.697,79988,216.17,8.2906,1,61.989,53.889,0,0
1.7025,79384,215.67,8.3018,1,62.062,53.962,0,0
1.708,78779,215.18,8.3131,1,62.135,54.035,0,0
1.7135,78175,214.69,8.3243,1,62.208,54.108,0,0
1.719,77571,214.19,8.3356,1,62.281,54.181,0,0
1.7246,76967,213.7,8.3468,1,62.354,54.254,0,0
1.7301,76363,213.21,8.3581,1,62.427,54.327,0,0
1.7356,75758,212.71,8.3693,1,62.501,54.401,0,0
1.741,75165,212.23,8.3806,1,62.574,54.474,0,0
1.7447,74792,211.87,8.3918,1,62.647,54.547,0,0
1.7484,74418,211.52,8.403,1,62.72,54.62,0,0
1.7522,74045,211.17,8.4143,1,62.793,54.693,0,0
1.7559,73672,210.81,8.4255,1,62.866,54.766,0,0
1.7596,73299,210.46,8.4368,1,62.939,54.839,0,0
1.7634,72925,210.1,8.448,1,63.012,54.912,0,0
1.7671,72552,209.75,8.4593,1,63.085,54.985,0,0
1.7708,72179,209.4,8.4705,1,63.158,55.058,0,0
1.7745,71806,209.04,8.4818,1,63.231,55.132,0,0
1.7783,71432,208.69,8.493,1,63.305,55.205,0,0
1.782,71059,208.34,8.5043,1,63.378,55.278,0,0
1.7857,70686,207.98,8.5155,1,63.451,55.351,0,0
1.7884,70398,207.69,8.5268,1,63.524,55.424,0,0
1.7896,70241,207.48,8.538,1,63.597,55.497,0,0
1.7908,70084,207.27,8.5492,1,63.67,55.57,0,0
1.7919,69927,207.06,8.5605,1,63.743,55.643,0,0
1.7931,69770,206.85,8.5717,1,63.816,55.716,0,0
1.7942,69613,206.64,8.583,1,63.889,55.789,0,0
1.7954,69456,206.43,8.5942,1,63.963,55.862,0,0
1.7965,69299,206.22,8.6055,1,64.036,55.936,0,0
1.7977,69142,206.01,8.6167,1,64.109,56.009,0,0
1.7989,68985,205.8,8.628,1,64.182,56.082,0,0
1.8,68828,205.59,8.6392,1,64.255,56.155,0,0
1.8012,68671,205.38,8.6505,1,64.328,56.228,0,0
1.8023,68514,205.17,8.6617,1,64.401,56.301,0,0
1.8026,68475,205.1,8.673,1,64.474,56.374,0,0
1.8023,68500,205.11,8.6842,1,64.547,56.447,0,0
1.802,68526,205.12,8.6954,1,64.62,56.52,0,0
1.8018,68551,205.14,8.7067,1,64.693,56.593,0,0
1.8015,68576,205.15,8.7179,1,64.767,56.667,0,0
1.8012,68602,205.16,8.7292,1,64.84,56.74,0,0
1.801,68627,205.17,8.7404,1,64.913,56.813,0,0
1.8007,68652,205.18,8.7517,1,64.986,56.886,0,0
1.8004,68678,205.19,8.7629,1,65.059,56.959,0,0
1.8002,68703,205.2,8.7742,1,65.132,57.032,0,0
1.7999,68728,205.21,8.7854,1,65.205,57.105,0,0
1.7997,68754,205.22,8.7967,1,65.278,57.178,0,0
1.7994,68779,205.23,8.8079,1,65.351,57.251,0,0
1.798,68927,205.34,8.8192,1,65.424,57.325,0,0
1.7963,69101,205.47,8.8304,1,65.498,57.398,0,0
1.7946,69275,205.59,8.8416,1,65.571,57.471,0,0
1.7929,69449,205.72,8.8529,1,65.644,57.544,0,0
1.7912,69624,205.85,8.8641,1,65.717,57.617,0,0
1.7895,69798,205.98,8.8754,1,65.79,57.69,0,0
1.7879,69972,206.1,8.8866,1,65.863,57.763,0,0
1.7862,70146,206.23,8.8979,1,65.936,57.836,0,0
1.7845,70321,206.36,8.9091,1,66.009,57.909,0,0
1.7828,70495,206.49,8.9204,1,66.082,57.982,0,0
1.7811,70669,206.62,8.9316,1,66.156,58.056,0,0
1.7794,70843,206.74,8.9429,1,66.229,58.129,0,0
1.7777,71017,206.87,8.9541,1,66.302,58.202,0,0
1.7733,71500,207.24,8.9654,1,66.375,58.275,0,0
1.7685,72014,207.64,8.9766,1,66.448,58.348,0,0
1.7637,72528,208.04,8.9878,1,66.521,58.421,0,0
1.7589,73042,208.44,8.9991,1,66.594,58.494,0,0
1.7542,73556,208.83,9.0103,1,66.667,58.567,0,0
1.7494,74070,209.23,9.0216,1,66.74,58.64,0,0
1.7446,74584,209.63,9.0328,1,66.813,58.713,0,0
1.7399,75098,210.03,9.0441,1,66.886,58.786,0,0
1.7351,75612,210.42,9.0553,1,66.96,58.86,0,0
1.7303,76126,210.82,9.0666,1,67.033,58.933,0,0
1.7255,76640,211.22,9.0778,1,67.106,59.006,0,0
1.7208,77154,211.62,9.0891,1,67.179,59.079,0,0
1.716,77668,212.02,9.1003,1,67.252,59.152,0,0
1.7078,78653,212.74,9.1116,1,67.325,59.225,0,0
1.6992,79688,213.5,9.1228,1,67.398,59.298,0,0
1.6906,80723,214.27,9.134,1,67.471,59.371,0,0
1.6821,81758,215.03,9.1453,1,67.544,59.444,0,0
1.6735,82793,215.79,9.1565,1,67.618,59.518,0,0
1.6649,83828,216.55,9.1678,1,67.691,59.591,0,0
1.6563,84863,217.31,9.179,1,67.764,59.664,0,0
1.6477,85898,218.07,9.1903,1,67.837,59.737,0,0
1.6392,86933,218.83,9.2015,1,67.91,59.81,0,0
1.6306,87968,219.59,9.2128,1,67.983,59.883,0,0
1.622,89003,220.36,9.224,1,68.056,59.956,0,0
1.6134,90038,221.12,9.2353,1,68.129,60.029,0,0
1.6049,91073,221.88,9.2465,1,68.202,60.102,0,0
1.595,92464,222.79,9.2578,1,68.275,60.175,0,0
1.5847,93940,223.75,9.269,1,68.349,60.249,0,0
1.5745,95416,224.7,9.2802,1,68.422,60.322,0,0
1.5643,96892,225.65,9.2915,1,68.495,60.395,0,0
1.5541,98369,226.6,9.3027,1,68.568,60.468,0,0
1.5439,99845,227.55,9.314,1,68.641,60.541,0,0
1.5337,1.0132e+05,228.51,9.3252,1,68.714,60.614,0,0
1.5235,1.028e+05,229.46,9.3365,1,68.787,60.687,0,0
1.5133,1.0427e+05,230.41,9.3477,1,68.86,60.76,0,0
1.5031,1.0575e+05,231.36,9.359,1,68.933,60.833,0,0
1.4929,1.0723e+05,232.32,9.3702,1,69.006,60.906,0,0
1.4826,1.087e+05,233.27,9.3815,1,69.079,60.979,0,0
1.4724,1.1018e+05,234.22,9.3927,1,69.153,61.053,0,0
1.4645,1.1147e+05,234.99,9.404,1,69.226,61.126,0,0
1.458,1.1264e+05,235.65,9.4152,1,69.299,61.199,0,0
1.4515,1.1382e+05,236.3,9.4264,1,69.372,61.272,0,0
1.445,1.15e+05,236.96,9.4377,1,69.445,61.345,0,0
1.4385,1.1618e+05,237.62,9.4489,1,69.518,61.418,0,0
1.432,1.1735e+05,238.28,9.4602,1,69.591,61.491,0,0
1.4255,1.1853e+05,238.93,9.4714,1,69.664,61.564,0,0
1.419,1.1971e+05,239.59,9.4827,1,69.737,61.637,0,0
1.4125,1.2089e+05,240.25,9.4939,1,69.811,61.71,0,0
1.406,1.2206e+05,240.91,9.5052,1,69.884,61.784,0,0
1.3995,1.2324e+05,241.56,9.5164,1,69.957,61.857,0,0
1.393,1.2442e+05,242.22,9.5277,1,70.03,61.93,0,0
1.3864,1.256e+05,242.88,9.5389,1,70.103,62.003,0,0
1.3819,1.2653e+05,243.39,9.5502,1,70.176,62.076,0,0
1.3807,1.2704e+05,243.64,9.5614,1,70.249,62.149,0,0
1.3795,1.2755e+05,243.9,9.5726,1,70.322,62.222,0,0
1.3783,1.2806e+05,244.15,9.5839,1,70.395,62.295,0,0
1.3771,1.2856e+05,244.41,9.5951,1,70.468,62.368,0,0
1.3759,1.2907e+05,244.66,9.6064,1,70.542,62.442,0,0
1.3747,1.2958e+05,244.92,9.6176,1,70.615,62.515,0,0
1.3736,1.3009e+05,245.17,9.6289,1,70.688,62.588,0,0
1.3724,1.306e+05,245.43,9.6401,1,70.761,62.661,0,0
1.3712,1.311e+05,245.68,9.6514,1,70.834,62.734,0,0
1.37,1.3161e+05,245.94,9.6626,1,70.907,62.807,0,0
1.3688,1.3212e+05,246.19,9.6739,1,70.98,62.88,0,0
1.3676,1.3263e+05,246.45,9.6851,1,71.053,62.953,0,0
1.3664,1.3313e+05,246.7,9.6964,1,71.126,63.026,0,0
1.3669,1.3309e+05,246.68,9.7076,1,71.199,63.099,0,0
1.3673,1.3305e+05,246.66,9.7188,1,71.272,63.173,0,0
1.3678,1.3301e+05,246.64,9.7301,1,71.346,63.246,0,0
1.3682,1.3296e+05,246.62,9.7413,1,71.419,63.319,0,0
1.3687,1.3292e+05,246.6,9.7526,1,71.492,63.392,0,0
1.3691,1.3287e+05,246.57,9.7638,1,71.565,63.465,0,0
1.3695,1.3283e+05,246.55,9.7751,1,71.638,63.538,0,0
1.37,1.3279e+05,246.53,9.7863,1,71.711,63.611,0,0
1.3704,1.3274e+05,246.51,9.7976,1,71.784,63.684,0,0
1.3709,1.327e+05,246.49,9.8088,1,71.857,63.757,0,0
1.3713,1.3265e+05,246.47,9.8201,1,71.93,63.83,0,0
1.3718,1.3261e+05,246.45,9.8313,1,72.004,63.903,0,0
1.3722,1.3257e+05,246.43,9.8426,1,72.077,63.977,0,0
1.3731,1.3243e+05,246.35,9.8538,1,72.15,64.05,0,0
1.3744,1.322e+05,246.23,9.865,1,72.223,64.123,0,0
1.3756,1.3198e+05,246.1,9.8763,1,72.296,64.196,0,0
1.3769,1.3175e+05,245.98,9.8875,1,72.369,64.269,0,0
1.3782,1.3153e+05,245.85,9.8988,1,72.442,64.342,0,0
1.3794,1.313e+05,245.73,9.91,1,72.515,64.415,0,0
1.3807,1.3108e+05,245.61,9.9213,1,72.588,64.488,0,0
1.382,1.3086e+05,245.48,9.9325,1,72.661,64.561,0,0
1.3832,1.3063e+05,245.36,9.9438,1,72.734,64.634,0,0
1.3845,1.3041e+05,245.24,9.955,1,72.808,64.708,0,0
1.3858,1.3018e+05,245.11,9.9663,1,72.881,64.781,0,0
1.387,1.2996e+05,244.99,9.9775,1,72.954,64.854,0,0
1.3883,1.2974e+05,244.87,9.9888,1,73.027,64.927,0,0
1.3895,1.2951e+05,244.74,10,1,73.1,65,0,0
