,Mach,Pressure,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,entropy,total enthalpt
246,1.3568,1568800.0,506.82,1,2.8984,2.8984,0,0,871.6542241413858,402164.3498910904
247,1.356,1564900.0,506.7,1,2.9102,2.9102,0,0,871.6550719398664,402163.7703419868
248,1.3553,1561100.0,506.59,1,2.9219,2.9219,0,0,871.6964769703701,402186.57923527155
249,1.3545,1557200.0,506.47,1,2.9337,2.9337,0,0,871.6924525900191,402182.9388854115
250,1.3537,1553400.0,506.35,1,2.9455,2.9455,0,0,871.6674907154835,402167.2356632126
251,1.353,1549100.0,506.22,1,2.9573,2.9573,0,0,871.6722343344153,402169.67106061254
252,1.3523,1544600.0,506.09,1,2.9691,2.9691,0,0,871.7108886358959,402191.2017019138
253,1.3516,1540200.0,505.95,1,2.9808,2.9808,0,0,871.667735766316,402166.51779960503
254,1.3509,1535700.0,505.82,1,2.9926,2.9926,0,0,871.7002841829834,402184.1767261278
255,1.3503,1531300.0,505.69,1,3.0044,3.0044,0,0,871.7118099593426,402190.6347266025
256,1.3496,1526800.0,505.55,1,3.0162,3.0162,0,0,871.6789269545047,402171.2206326892
257,1.3489,1522300.0,505.42,1,3.028,3.028,0,0,871.7026991897108,402183.2555942866
258,1.3482,1517900.0,505.28,1,3.0398,3.0398,0,0,871.6473941868957,402150.7613424919
259,1.3476,1513600.0,505.16,1,3.0515,3.0515,0,0,871.6897912206394,402173.445520029
260,1.3473,1509900.0,505.05,1,3.0633,3.0633,0,0,871.6847802428097,402171.7143170829
261,1.347,1506200.0,504.94,1,3.0751,3.0751,0,0,871.6780867595398,402168.9051987084
262,1.3466,1502400.0,504.83,1,3.0869,3.0869,0,0,871.6866827740236,402173.5918760446
263,1.3463,1498700.0,504.72,1,3.0987,3.0987,0,0,871.6766290954771,402168.611765438
264,1.346,1495000.0,504.61,1,3.1104,3.1104,0,0,871.6650049915652,402162.61245285405
265,1.3457,1491200.0,504.5,1,3.1222,3.1222,0,0,871.66845928397,402164.93983042217
266,1.3454,1487500.0,504.4,1,3.134,3.134,0,0,871.7106365600009,402188.5428383916
267,1.345,1483800.0,504.29,1,3.1458,3.1458,0,0,871.6942086105389,402178.395053641
268,1.3449,1480500.0,504.19,1,3.1576,3.1576,0,0,871.6676465272685,402165.19019157096
269,1.3448,1477200.0,504.1,1,3.1694,3.1694,0,0,871.6964217638637,402182.6005635415
270,1.3447,1474000.0,504.01,1,3.1811,3.1811,0,0,871.7076802698973,402190.0937431799
271,1.3446,1470800.0,503.92,1,3.1929,3.1929,0,0,871.7177627299102,402196.81906138855
272,1.3446,1467500.0,503.82,1,3.2047,3.2047,0,0,871.6867839574851,402181.7617310774
273,1.3445,1464300.0,503.73,1,3.2165,3.2165,0,0,871.694662304773,402187.0431636483
274,1.3444,1461100.0,503.64,1,3.2283,3.2283,0,0,871.701430444129,402191.59143778856
275,1.3443,1457900.0,503.55,1,3.24,3.24,0,0,871.7071097544613,402195.41783933947
276,1.3441,1454300.0,503.45,1,3.2518,3.2518,0,0,871.7191297088744,402201.7738240106
277,1.3439,1450500.0,503.34,1,3.2636,3.2636,0,0,871.7058603143656,402194.06641952996
278,1.3437,1446600.0,503.23,1,3.2754,3.2754,0,0,871.7067482291309,402194.0513269485
279,1.3434,1442800.0,503.12,1,3.2872,3.2872,0,0,871.6907597754566,402183.4199437349
280,1.3432,1438900.0,503.01,1,3.299,3.299,0,0,871.6888215493249,402181.46471689147
281,1.343,1435000.0,502.9,1,3.3107,3.3107,0,0,871.6854759627694,402178.5394250357
282,1.3428,1431200.0,502.8,1,3.3225,3.3225,0,0,871.7198306279929,402196.18734423374
283,1.3425,1427300.0,502.69,1,3.3343,3.3343,0,0,871.7136847051888,402190.2267735338
284,1.3423,1423400.0,502.58,1,3.3461,3.3461,0,0,871.7062265351242,402184.4330659188
285,1.3423,1419200.0,502.46,1,3.3579,3.3579,0,0,871.6884920165608,402175.0109937152
286,1.3422,1414900.0,502.34,1,3.3697,3.3697,0,0,871.6841929029312,402171.66995650914
287,1.3421,1410600.0,502.23,1,3.3814,3.3814,0,0,871.7317815633602,402196.6246653069
288,1.3421,1406400.0,502.11,1,3.3932,3.3932,0,0,871.7096364879063,402184.1256636004
289,1.342,1402100.0,501.99,1,3.405,3.405,0,0,871.7007918271354,402177.5793543373
290,1.342,1397800.0,501.87,1,3.4168,3.4168,0,0,871.690533480614,402171.15710708045
291,1.3419,1393500.0,501.76,1,3.4286,3.4286,0,0,871.7316856749784,402191.5636235973
292,1.3418,1389300.0,501.64,1,3.4403,3.4403,0,0,871.7041859733423,402174.088801207
293,1.342,1385200.0,501.53,1,3.4521,3.4521,0,0,871.7137147949572,402180.1939038906
294,1.3423,1381200.0,501.42,1,3.4639,3.4639,0,0,871.7077239877517,402178.8088288723
295,1.3426,1377300.0,501.31,1,3.4757,3.4757,0,0,871.6864358451323,402168.9278585269
296,1.3429,1373300.0,501.21,1,3.4875,3.4875,0,0,871.7303978394544,402194.54429437977
297,1.3432,1369300.0,501.1,1,3.4993,3.4993,0,0,871.7210520946542,402190.8083320836
298,1.3435,1365400.0,500.99,1,3.511,3.511,0,0,871.6966727053891,402178.7436686965
299,1.3438,1361400.0,500.89,1,3.5228,3.5228,0,0,871.7370545111313,402201.83852744766
300,1.3441,1357500.0,500.78,1,3.5346,3.5346,0,0,871.710714317186,402188.36610640946
301,1.3444,1353500.0,500.67,1,3.5464,3.5464,0,0,871.6973286826197,402181.7291345585
302,1.3446,1349500.0,500.57,1,3.5582,3.5582,0,0,871.7343707471857,402201.2076512578
303,1.3449,1345500.0,500.46,1,3.5699,3.5699,0,0,871.7189926605402,402193.1070044996
304,1.3451,1341500.0,500.36,1,3.5817,3.5817,0,0,871.7538564175799,402210.9775944312
305,1.3453,1337500.0,500.25,1,3.5935,3.5935,0,0,871.7365815195374,402200.22366411315
306,1.3455,1333600.0,500.14,1,3.6053,3.6053,0,0,871.7049054325194,402181.53590308916
307,1.3458,1329600.0,500.04,1,3.6171,3.6171,0,0,871.7368012562504,402198.40752988786
308,1.346,1325600.0,499.93,1,3.6289,3.6289,0,0,871.7169531860437,402185.6633410171
309,1.3462,1321600.0,499.83,1,3.6406,3.6406,0,0,871.7469128742944,402199.798763096
310,1.3467,1317000.0,499.7,1,3.6524,3.6524,0,0,871.7044212328393,402177.39438424143
311,1.3472,1312200.0,499.58,1,3.6642,3.6642,0,0,871.7379380779029,402195.78845613025
312,1.3478,1307400.0,499.45,1,3.676,3.676,0,0,871.7198686023827,402187.1795034842
313,1.3483,1302500.0,499.33,1,3.6878,3.6878,0,0,871.7640207107303,402210.63777133235
314,1.3488,1297700.0,499.2,1,3.6995,3.6995,0,0,871.7436830504946,402198.9665474844
315,1.3494,1292900.0,499.08,1,3.7113,3.7113,0,0,871.7722384070041,402214.83545166947
316,1.3499,1288100.0,498.95,1,3.7231,3.7231,0,0,871.7498216930719,402201.4945543941
317,1.3504,1283300.0,498.82,1,3.7349,3.7349,0,0,871.7264677990615,402187.3745471604
318,1.351,1278700.0,498.7,1,3.7467,3.7467,0,0,871.7259556941952,402187.0317577073
319,1.3516,1274500.0,498.59,1,3.7585,3.7585,0,0,871.722550352875,402185.6147383262
320,1.3521,1270200.0,498.48,1,3.7702,3.7702,0,0,871.7312512120409,402189.0000235656
321,1.3527,1266000.0,498.37,1,3.782,3.782,0,0,871.7263840354514,402186.375589833
322,1.3533,1261700.0,498.27,1,3.7938,3.7938,0,0,871.782785941009,402216.43168686645
323,1.3538,1257500.0,498.16,1,3.8056,3.8056,0,0,871.7764540645712,402211.2137612765
324,1.3544,1253300.0,498.05,1,3.8174,3.8174,0,0,871.7694836634935,402206.81130687834
325,1.355,1249000.0,497.94,1,3.8291,3.8291,0,0,871.7745238247611,402208.4564000015
326,1.3555,1244800.0,497.83,1,3.8409,3.8409,0,0,871.7662976435457,402201.5540218578
327,1.3561,1240900.0,497.73,1,3.8527,3.8527,0,0,871.7685915358247,402202.19690977776
328,1.3566,1237200.0,497.63,1,3.8645,3.8645,0,0,871.7453076764431,402187.9502933573
329,1.3572,1233400.0,497.54,1,3.8763,3.8763,0,0,871.782781880869,402207.42041015194
330,1.3577,1229600.0,497.44,1,3.8881,3.8881,0,0,871.7711171269451,402198.8347453998
331,1.3582,1225800.0,497.34,1,3.8998,3.8998,0,0,871.759036988419,402189.8424276491
332,1.3588,1222000.0,497.24,1,3.9116,3.9116,0,0,871.7465541755965,402181.8843549748
333,1.3593,1218200.0,497.15,1,3.9234,3.9234,0,0,871.7820399157803,402198.0937430193
334,1.3598,1214400.0,497.05,1,3.9352,3.9352,0,0,871.7687223081117,402187.8741946276
335,1.3606,1210300.0,496.95,1,3.947,3.947,0,0,871.7920111478197,402200.65321463626
336,1.3615,1205800.0,496.83,1,3.9588,3.9588,0,0,871.7676596825246,402187.97601162025
337,1.3624,1201300.0,496.72,1,3.9705,3.9705,0,0,871.7909224486939,402200.6300309793
338,1.3634,1196800.0,496.6,1,3.9823,3.9823,0,0,871.7656193226666,402188.47536818386
339,1.3643,1192400.0,496.49,1,3.9941,3.9941,0,0,871.7756195351511,402193.85876736895
340,1.3652,1187900.0,496.38,1,4.0059,4.0059,0,0,871.7973113112548,402204.9662364565
341,1.3662,1183400.0,496.26,1,4.0177,4.0177,0,0,871.770721221339,402191.46873573447
342,1.3671,1178900.0,496.15,1,4.0294,4.0294,0,0,871.7914735863864,402201.59147331567
343,1.368,1174500.0,496.04,1,4.0412,4.0412,0,0,871.7996636352226,402205.0716298879
344,1.3689,1170500.0,495.94,1,4.053,4.053,0,0,871.8067604244019,402209.0946774028
345,1.3698,1166600.0,495.84,1,4.0648,4.0648,0,0,871.8014983983135,402206.6702334567
346,1.3706,1162600.0,495.74,1,4.0766,4.0766,0,0,871.8079963237002,402208.465073201
347,1.3715,1158600.0,495.64,1,4.0884,4.0884,0,0,871.8142035712938,402211.4522068788
348,1.3723,1154600.0,495.54,1,4.1001,4.1001,0,0,871.820133713044,402212.5413767518
349,1.3732,1150600.0,495.44,1,4.1119,4.1119,0,0,871.8258001962374,402214.8485099511
350,1.3741,1146700.0,495.34,1,4.1237,4.1237,0,0,871.8192820939349,402210.836729539
351,1.3749,1142700.0,495.24,1,4.1355,4.1355,0,0,871.8244811807194,402210.93085092213
352,1.3757,1138900.0,495.14,1,4.1473,4.1473,0,0,871.8056634686061,402198.7872040463
353,1.3765,1135300.0,495.05,1,4.159,4.159,0,0,871.8099937544686,402199.60217636323
354,1.3772,1131700.0,494.96,1,4.1708,4.1708,0,0,871.81416132184,402198.5636142147
355,1.378,1128100.0,494.87,1,4.1826,4.1826,0,0,871.8181755218081,402198.87149237376
356,1.3787,1124500.0,494.78,1,4.1944,4.1944,0,0,871.8220456433503,402197.319404246
357,1.3795,1120900.0,494.69,1,4.2062,4.2062,0,0,871.8257809157815,402197.1340761052
358,1.3802,1117300.0,494.6,1,4.218,4.218,0,0,871.8293905110983,402195.0821227374
359,1.3809,1113700.0,494.51,1,4.2297,4.2297,0,0,871.8328835463445,402192.78189522336
360,1.3818,1109900.0,494.41,1,4.2415,4.2415,0,0,871.8130996958035,402180.3122502021
361,1.3829,1105800.0,494.31,1,4.2533,4.2533,0,0,871.8285205382605,402188.3325902713
362,1.384,1101700.0,494.21,1,4.2651,4.2651,0,0,871.8438011827308,402196.07289767015
363,1.3851,1097500.0,494.1,1,4.2769,4.2769,0,0,871.824125429811,402184.5692349248
364,1.3862,1093400.0,494.0,1,4.2886,4.2886,0,0,871.839202523497,402191.78270067554
365,1.3873,1089300.0,493.9,1,4.3004,4.3004,0,0,871.8541799389128,402198.7304993335
366,1.3884,1085100.0,493.79,1,4.3122,4.3122,0,0,871.8343494968366,402186.50425809924
367,1.3895,1081000.0,493.69,1,4.324,4.324,0,0,871.849203332337,402192.952775021
368,1.3906,1076900.0,493.58,1,4.3358,4.3358,0,0,871.817692347894,402174.59260716656
369,1.3916,1073000.0,493.49,1,4.3476,4.3476,0,0,871.8554610912747,402192.05654262257
370,1.3927,1069300.0,493.39,1,4.3593,4.3593,0,0,871.8236729484578,402175.1895734833
371,1.3937,1065500.0,493.3,1,4.3711,4.3711,0,0,871.8497460479285,402186.5729381127
372,1.3948,1061700.0,493.21,1,4.3829,4.3829,0,0,871.8757863751123,402199.4705381368
373,1.3958,1058000.0,493.11,1,4.3947,4.3947,0,0,871.8441151179175,402180.4123966313
374,1.3968,1054200.0,493.02,1,4.4065,4.4065,0,0,871.8701752396213,402191.1925907444
375,1.3979,1050500.0,492.92,1,4.4183,4.4183,0,0,871.8386441141504,402173.5984025956
376,1.3989,1046700.0,492.83,1,4.43,4.43,0,0,871.8647633635525,402184.01000239316
377,1.3999,1043100.0,492.74,1,4.4418,4.4418,0,0,871.867769948044,402183.1136085631
378,1.4008,1039700.0,492.65,1,4.4536,4.4536,0,0,871.8477204288913,402169.21048124094
379,1.4017,1036300.0,492.57,1,4.4654,4.4654,0,0,871.8736262588126,402179.43069619243
380,1.4026,1033000.0,492.48,1,4.4772,4.4772,0,0,871.8421984857683,402159.76821631
381,1.4035,1029600.0,492.4,1,4.4889,4.4889,0,0,871.8682228178486,402169.7095271099
382,1.4045,1026300.0,492.32,1,4.5007,4.5007,0,0,871.8827625408425,402175.8104093874
383,1.4054,1022900.0,492.23,1,4.5125,4.5125,0,0,871.8631789639333,402161.32972831815
384,1.4063,1019500.0,492.15,1,4.5243,4.5243,0,0,871.8894128841952,402170.8558491946
385,1.4072,1016200.0,492.06,1,4.5361,4.5361,0,0,871.8585482761742,402150.69290758437
386,1.4083,1012600.0,491.97,1,4.5479,4.5479,0,0,871.8623767881068,402150.46114936605
387,1.4095,1008900.0,491.88,1,4.5596,4.5596,0,0,871.8778460684117,402157.39137912664
388,1.4107,1005300.0,491.79,1,4.5714,4.5714,0,0,871.8819450804913,402158.7797641422
389,1.4118,1001700.0,491.7,1,4.5832,4.5832,0,0,871.8861945669975,402158.2176390577
390,1.413,998090.0,491.61,1,4.595,4.595,0,0,871.8917523365598,402159.95276021195
391,1.4142,994470.0,491.52,1,4.6068,4.6068,0,0,871.898625665589,402162.1349018837
392,1.4153,990860.0,491.43,1,4.6185,4.6185,0,0,871.9045246413601,402161.8084737649
393,1.4165,987240.0,491.34,1,4.6303,4.6303,0,0,871.9117555589564,402163.8027044012
394,1.4177,983750.0,491.25,1,4.6421,4.6421,0,0,871.9042524892776,402158.7478703793
395,1.4188,980360.0,491.16,1,4.6539,4.6539,0,0,871.8854759331449,402146.3884873868
396,1.42,976980.0,491.08,1,4.6657,4.6657,0,0,871.9110527317117,402159.16505773616
397,1.4212,973590.0,490.99,1,4.6775,4.6775,0,0,871.892686935848,402148.60634764406
398,1.4223,970210.0,490.91,1,4.6892,4.6892,0,0,871.9186283714099,402159.3281594406
399,1.4235,966820.0,490.82,1,4.701,4.701,0,0,871.9007009665125,402148.6756667235
400,1.4247,963440.0,490.74,1,4.7128,4.7128,0,0,871.9270356333844,402161.18724499573
401,1.4259,960050.0,490.65,1,4.7246,4.7246,0,0,871.9095743802196,402150.4543999309
402,1.427,956700.0,490.57,1,4.7364,4.7364,0,0,871.9328897400046,402159.3128064778
403,1.4281,953610.0,490.49,1,4.7481,4.7481,0,0,871.9265889463678,402154.3964964336
404,1.4291,950520.0,490.41,1,4.7599,4.7599,0,0,871.920502755567,402147.4882949087
405,1.4301,947420.0,490.33,1,4.7717,4.7717,0,0,871.9157836652903,402141.06575553626
406,1.4312,944330.0,490.25,1,4.7835,4.7835,0,0,871.9101426605065,402136.0557275496
407,1.4322,941240.0,490.17,1,4.7953,4.7953,0,0,871.9047322122618,402129.03757136664
408,1.4333,938150.0,490.1,1,4.8071,4.8071,0,0,871.944511807547,402147.5388170215
409,1.4343,935060.0,490.02,1,4.8188,4.8188,0,0,871.9395538379786,402140.43647849426
410,1.4354,931970.0,489.94,1,4.8306,4.8306,0,0,871.9348427031889,402135.3035010473
411,1.4365,929040.0,489.86,1,4.8424,4.8424,0,0,871.9120167408759,402121.8236810287
412,1.4376,926190.0,489.79,1,4.8542,4.8542,0,0,871.9251147980676,402127.68358913
413,1.4388,923340.0,489.72,1,4.866,4.866,0,0,871.9384190567217,402135.5485478144
414,1.4399,920490.0,489.65,1,4.8777,4.8777,0,0,871.9519339779897,402141.38058272516
415,1.4411,917630.0,489.57,1,4.8895,4.8895,0,0,871.9220207622683,402126.30634621414
416,1.4422,914780.0,489.5,1,4.9013,4.9013,0,0,871.9359928858927,402132.13011349895
417,1.4434,911930.0,489.43,1,4.9131,4.9131,0,0,871.9501890157344,402139.98798226746
418,1.4445,909080.0,489.36,1,4.9249,4.9249,0,0,871.9646136764121,402145.7910021795
419,1.4457,906190.0,489.28,1,4.9367,4.9367,0,0,871.9391658962828,402132.324580963
420,1.4471,903210.0,489.21,1,4.9484,4.9484,0,0,871.9690374673764,402151.0134090213
421,1.4485,900230.0,489.13,1,4.9602,4.9602,0,0,871.9544992002405,402146.36929640087
422,1.4499,897250.0,489.05,1,4.972,4.972,0,0,871.9402609646252,402141.7711665419
423,1.4513,894270.0,488.98,1,4.9838,4.9838,0,0,871.9709453601598,402160.53287420416
424,1.4527,891290.0,488.9,1,4.9956,4.9956,0,0,871.9573009946049,402156.0133314919
425,1.454,888310.0,488.82,1,5.0073,5.0073,0,0,871.9439718081212,402149.4397118554
426,1.4554,885330.0,488.75,1,5.0191,5.0191,0,0,871.9755162353445,402168.2761168938
427,1.4568,882350.0,488.67,1,5.0309,5.0309,0,0,871.9628118866423,402163.88237708254
428,1.4583,879200.0,488.59,1,5.0427,5.0427,0,0,871.9700555966895,402170.3240301735
429,1.4597,876020.0,488.51,1,5.0545,5.0545,0,0,871.9811184018777,402176.2063760614
430,1.4612,872840.0,488.43,1,5.0663,5.0663,0,0,871.9925466114315,402184.25633366447
431,1.4626,869650.0,488.34,1,5.078,5.078,0,0,871.9610591961468,402167.5298931221
432,1.4641,866470.0,488.26,1,5.0898,5.0898,0,0,871.9732606266431,402175.6784632774
433,1.4655,863290.0,488.18,1,5.1016,5.1016,0,0,871.9858471996994,402181.71218996303
434,1.467,860110.0,488.1,1,5.1134,5.1134,0,0,871.9988256207413,402189.94772932236
435,1.4684,856930.0,488.01,1,5.1252,5.1252,0,0,871.967845076275,402172.9396410614
436,1.4699,853720.0,487.93,1,5.137,5.137,0,0,871.9851271724586,402182.7959693232
437,1.4715,850490.0,487.85,1,5.1487,5.1487,0,0,872.005146409234,402195.8991254332
438,1.4731,847250.0,487.76,1,5.1605,5.1605,0,0,871.982459963798,402186.49991861725
439,1.4746,844020.0,487.68,1,5.1723,5.1723,0,0,872.0033627716449,402197.5355368278
440,1.4762,840790.0,487.59,1,5.1841,5.1841,0,0,871.980454952328,402187.7995532013
441,1.4778,837550.0,487.51,1,5.1959,5.1959,0,0,872.0034331935834,402201.68128635996
442,1.4793,834320.0,487.42,1,5.2076,5.2076,0,0,871.9814937255942,402189.8926577803
443,1.4809,831080.0,487.34,1,5.2194,5.2194,0,0,872.0054158050833,402203.9139468896
444,1.4825,827850.0,487.26,1,5.2312,5.2312,0,0,872.0286444656972,402217.5025759843
445,1.4839,825010.0,487.18,1,5.243,5.243,0,0,872.006814896246,402207.17795647116
446,1.4853,822180.0,487.11,1,5.2548,5.2548,0,0,872.0283617402778,402219.37891337107
447,1.4867,819340.0,487.03,1,5.2666,5.2666,0,0,872.0073376858854,402209.2014232355
448,1.488,816510.0,486.96,1,5.2783,5.2783,0,0,872.0296636836359,402219.25027986965
449,1.4894,813670.0,486.88,1,5.2901,5.2901,0,0,872.0094654586799,402209.215603314
450,1.4908,810840.0,486.81,1,5.3019,5.3019,0,0,872.0325914033211,402221.6568218485
451,1.4922,808010.0,486.73,1,5.3137,5.3137,0,0,872.0120661448261,402211.27767005446
452,1.4936,805170.0,486.66,1,5.3255,5.3255,0,0,872.0371866194522,402224.3432398838
453,1.4949,802360.0,486.58,1,5.3372,5.3372,0,0,872.0151753985729,402210.8191909058
454,1.4961,799560.0,486.51,1,5.349,5.349,0,0,872.0364317038762,402217.3955642536
455,1.4972,796760.0,486.43,1,5.3608,5.3608,0,0,872.0141177416764,402198.8607414238
456,1.4984,793970.0,486.36,1,5.3726,5.3726,0,0,872.0350447967354,402205.0202234969
457,1.4996,791170.0,486.28,1,5.3844,5.3844,0,0,872.0136220630685,402188.9129852505
458,1.5008,788370.0,486.21,1,5.3962,5.3962,0,0,872.0365977498002,402195.6536581305
459,1.5019,785580.0,486.14,1,5.4079,5.4079,0,0,872.0588263520943,402199.59039739403
460,1.5031,782780.0,486.06,1,5.4197,5.4197,0,0,872.0387728075791,402183.6419737591
461,1.5043,780080.0,485.99,1,5.4315,5.4315,0,0,872.0512375752446,402185.58350803924
462,1.5053,778000.0,485.93,1,5.4433,5.4433,0,0,872.0344796765379,402175.08982383896
463,1.5062,775910.0,485.88,1,5.4551,5.4551,0,0,872.063045043013,402185.49107395764
464,1.5072,773830.0,485.82,1,5.4668,5.4668,0,0,872.0468191909515,402175.07891477953
465,1.5082,771750.0,485.76,1,5.4786,5.4786,0,0,872.0308677863576,402164.71514302446
466,1.5091,769660.0,485.71,1,5.4904,5.4904,0,0,872.0602152496346,402175.20259910764
467,1.5101,767580.0,485.65,1,5.5022,5.5022,0,0,872.0448095948757,402164.92163676553
468,1.5111,765500.0,485.6,1,5.514,5.514,0,0,872.073494922143,402177.3699555027
469,1.5121,763420.0,485.54,1,5.5258,5.5258,0,0,872.0586432846537,402167.17801013635
470,1.513,761460.0,485.49,1,5.5375,5.5375,0,0,872.0735406494009,402171.41858583357
471,1.5139,759560.0,485.44,1,5.5493,5.5493,0,0,872.0815125193255,402172.75370592956
472,1.5149,757660.0,485.38,1,5.5611,5.5611,0,0,872.0459493745439,402153.89197144186
473,1.5158,755760.0,485.33,1,5.5729,5.5729,0,0,872.054398442278,402155.3048400268
474,1.5167,753850.0,485.28,1,5.5847,5.5847,0,0,872.064281348689,402157.23855267174
475,1.5176,751950.0,485.23,1,5.5964,5.5964,0,0,872.0732057639868,402158.7164521557
476,1.5186,750050.0,485.18,1,5.6082,5.6082,0,0,872.0823701803148,402162.6627599
477,1.5195,748150.0,485.13,1,5.62,5.62,0,0,872.0917764878855,402164.2113823279
478,1.5204,746210.0,485.07,1,5.6318,5.6318,0,0,872.0625255602946,402145.14639159216
479,1.5215,744160.0,485.02,1,5.6436,5.6436,0,0,872.090477214781,402158.9738069136
480,1.5225,742120.0,484.96,1,5.6554,5.6554,0,0,872.0738184335032,402147.326292527
481,1.5235,740070.0,484.9,1,5.6671,5.6671,0,0,872.0586659326498,402136.2187008285
482,1.5245,738030.0,484.85,1,5.6789,5.6789,0,0,872.0862791988873,402147.2388382048
483,1.5255,735980.0,484.79,1,5.6907,5.6907,0,0,872.0717295454258,402136.2291795325
484,1.5265,733940.0,484.74,1,5.7025,5.7025,0,0,872.0999272779713,402147.3307016405
485,1.5276,731890.0,484.68,1,5.7143,5.7143,0,0,872.0859902262309,402138.90090880456
486,1.5286,729850.0,484.62,1,5.7261,5.7261,0,0,872.071157601466,402127.5636673998
487,1.5297,727820.0,484.57,1,5.7378,5.7378,0,0,872.0990431116146,402140.8052748298
488,1.5309,725800.0,484.51,1,5.7496,5.7496,0,0,872.0824056942984,402133.59826693835
489,1.5321,723780.0,484.46,1,5.7614,5.7614,0,0,872.1096785423756,402148.9694725717
490,1.5332,721760.0,484.4,1,5.7732,5.7732,0,0,872.0936645906305,402139.3998272281
491,1.5344,719740.0,484.34,1,5.785,5.785,0,0,872.0779707974223,402132.4096514842
492,1.5356,717710.0,484.29,1,5.7967,5.7967,0,0,872.1073838601068,402148.4578517361
493,1.5367,715690.0,484.23,1,5.8085,5.8085,0,0,872.0923296205536,402139.0899098108
494,1.5379,713670.0,484.18,1,5.8203,5.8203,0,0,872.1211487790318,402154.7791870259
495,1.539,711610.0,484.12,1,5.8321,5.8321,0,0,872.1116334806047,402147.4756107111
